ID,product,rate,village,date,farmer,buyerName,marketPrice,volume
8296,Cashewnut,98,Rachannagudem,2019-05-23,Maaiz el-Ebrahim,GNAW Farm,98,300
8297,Cashewnut,90,Chidipalem,2019-05-23,Amir Walker,WEED Farm,89,56
8298,Cashewnut,90,Chidipalem,2019-05-23,Devin Brasfield,WEED Farm,89,77
8299,Cashewnut,98,Rachannagudem,2019-05-23,Hilmiyya el-Ghanem,GNAW Farm,98,450
8300,Cashewnut,19.6,Rachannagudem,2019-05-23,Maleeha el-Farid,GNAW Farm,19.5,3000
8301,Cashewnut,90,Chidipalem,2019-05-23,Kelsi Smith,WEED Farm,89,87
8302,Cashewnut,102,Rachannagudem,2019-05-23,Mckenzie Palinckx,GNAW Farm,102,460
8303,Cashewnut,90,Chidipalem,2019-05-23,Grant Sullivan,WEED Farm,89,66.5
8304,Cashewnut,100,Rachannagudem,2019-05-23,Winnie Manuel,GNAW Farm,100,210
8305,Cashewnut,90,Chidipalem,2019-05-23,Anas el-Zaher,WEED Farm,89,55
8306,Cashewnut,90,Chidipalem,2019-05-23,Shaqeeqa el-Ameen,WEED Farm,89,82
8307,Cashewnut,90,Chidipalem,2019-05-23,Kassidy Reed,WEED Farm,89,87
8308,Cashewnut,90,Chidipalem,2019-05-23,Jasmin Alfaro,WEED Farm,89,68
8309,Cashewnut,95,Rachannagudem,2019-05-23,Rafeeqa el-Haidar,GNAW Farm,94,800
8310,Cashewnut,90,Chidipalem,2019-05-23,Paulina Casey,WEED Farm,89,58
8311,Cashewnut,96,Rachannagudem,2019-05-23,Sarah Vigil,GNAW Farm,96,200
8312,Cashewnut,90,Chidipalem,2019-05-23,Cindy Shin,WEED Farm,89,59
8313,Cashewnut,102,Sirivari gudem,2019-05-23,Gabriel Welsh,PRIORITIZE Organic Produce,102,100
8314,Cashewnut,90,Chidipalem,2019-05-23,Charnae Williams,WEED Farm,89,59
8315,Cashewnut,100,Sirivari gudem,2019-05-23,Shyla Penn,PRIORITIZE Organic Produce,100,180
8316,Cashewnut,90,Chidipalem,2019-05-23,Angelia Tan,WEED Farm,89,59.5
8317,Cashewnut,100,Sirivari gudem,2019-05-23,Miska al-Tamer,ENJOY Farm,100,180
8318,Cashewnut,97,Vadapalle,2019-05-23,Mercedes Gonzalez Vargas,HOOK Farm,94,300
8319,Cashewnut,97,Vadapalle,2019-05-23,Lubaaba al-Ally,HOOK Farm,94,50
8321,Cashewnut,95,Sirivari gudem,2019-05-23,Parth Yoo,ENJOY Farm,95,240
8322,Cashewnut,95,Sirivari gudem,2019-05-23,Nusaiba al-Guler,ENJOY Farm,95,300
8323,Cashewnut,97,Madicherla,2019-05-23,Alexandra Martinez,CRUSH Organic Produce,93,500
8324,Cashewnut,95,Sirivari gudem,2019-05-23,Naqaa al-Rasul,ENJOY Farm,95,300
8325,Cashewnut,95,Sirivari gudem,2019-05-23,Madison Massey,ENJOY Farm,95,220
8326,Cashewnut,98,Sirivari gudem,2019-05-23,Samantha Werkele,ENJOY Farm,98,145
8327,Cashewnut,98,P Ankampalem,2019-05-23,Sukaina el-Iqbal,ENJOY Farm,98,260
8328,Cashewnut,98,P Ankampalem,2019-05-23,Brandon Nem,ENJOY Farm,98,230
8329,Cashewnut,96,Vadapalle,2019-05-23,Fermin Joshua Vue,HOOK Farm,95,86
8330,Cashewnut,98,P Ankampalem,2019-05-23,Aarifa al-Salama,ENJOY Farm,98,400
8331,Cashewnut,100,P Ankampalem,2019-05-23,Reese Marotta,ENJOY Farm,100,800
8332,Cashewnut,100,P Ankampalem,2019-05-23,Cheyanne Romero-Rough,ENJOY Farm,100,1200
8333,Cashewnut,100,P Ankampalem,2019-05-23,Abyad al-Jaffer,ENJOY Farm,100,220
8334,Cashewnut,102,Jeelugu Milli,2019-05-23,Ryne Velazquez Ortiz,ENJOY Farm,102,540
8335,Cashewnut,102,Jeelugu Milli,2019-05-23,Emily Harris,ENJOY Farm,102,410
8336,Cashewnut,105,Jeelugu Milli,2019-05-23,Danielle Harrison,ENJOY Farm,105,220
8337,Cashewnut,102,Jeelugu Milli,2019-05-23,Brian Ayers,ENJOY Farm,102,300
8338,Cashewnut,105,Jeelugu Milli,2019-05-23,Yoonseo Rachael Wiersma,ENJOY Farm,105,240
8339,Cashewnut,102,Jeelugu Milli,2019-05-23,Abigail Robles,ENJOY Farm,102,300
8340,Cashewnut,100,Jeelugu Milli,2019-05-23,Alexander Xiong,GNAW Farm,100,450
8341,Cashewnut,100,Jeelugu Milli,2019-05-23,Miyah Kenoly,GNAW Farm,100,850
8342,Cashewnut,100,Jeelugu Milli,2019-05-23,Jennifer Bird,GNAW Farm,100,460
8343,Cashewnut,102,Jeelugu Milli,2019-05-23,Gary Cordova,GNAW Farm,102,210
8344,Cashewnut,102,Jeelugu Milli,2019-05-23,Sara Mcgrath,GNAW Farm,102,200
8345,Cashewnut,100,Jeelugu Milli,2019-05-23,Shakeel al-Sesay,GNAW Farm,100,150
8346,Cashewnut,98,Jeelugu Milli,2019-05-23,Lylah Montejo Valdez,GNAW Farm,98,175
8347,Cashewnut,95,Jeelugu Milli,2019-05-23,Maureene Josiah,GNAW Farm,95,197
8348,Cashewnut,96,Jeelugu Milli,2019-05-23,David Loinaz,GNAW Farm,96,200
8349,Cashewnut,98,Jeelugu Milli,2019-05-23,Brandon Burbidge,GNAW Farm,98,230
8350,Cashewnut,102,Jeelugu Milli,2019-05-23,Miranda Martinez,GNAW Farm,102,300
8351,Cashewnut,102,Jeelugu Milli,2019-05-23,Steven Gallegos,GNAW Farm,102,200
8352,Cashewnut,100,Jeelugu Milli,2019-05-23,Francisco Manzanares,GNAW Farm,100,300
8353,Cashewnut,98,Jeelugu Milli,2019-05-23,Adrian Tafoya,WITHSTAND Nursery,98,250
8354,Cashewnut,95,Jeelugu Milli,2019-05-23,Yahya el-Atallah,WITHSTAND Nursery,95,800
8355,Cashewnut,98,Jeelugu Milli,2019-05-23,Jase Ramirez,WITHSTAND Nursery,98,450
8356,Cashewnut,98,Jeelugu Milli,2019-05-23,Sharon Hildreth,WITHSTAND Nursery,98,320
8357,Cashewnut,102,Jeelugu Milli,2019-05-23,Yareli Becerra Lopez,WITHSTAND Nursery,102,400
8358,Cashewnut,102,Jeelugu Milli,2019-05-23,Richard Maestas,PRIORITIZE Organic Produce,102,400
8359,Cashewnut,100,Jeelugu Milli,2019-05-23,Delisa Wofford,PRIORITIZE Organic Produce,100,150
8360,Cashewnut,98,Jeelugu Milli,2019-05-23,Christian Bustillos,PRIORITIZE Organic Produce,98,120
8361,Cashewnut,95,Jeelugu Milli,2019-05-23,Elijah Treat-Hopkins,SPY Organic Produce,95,100
8362,Cashewnut,96,Jeelugu Milli,2019-05-23,Mackenzie Gutknecht,PRIORITIZE Organic Produce,96,180
8363,Cashewnut,98,Jeelugu Milli,2019-05-23,Carlos Garcia-Anaya,PRIORITIZE Organic Produce,98,250
8364,Cashewnut,98,Jeelugu Milli,2019-05-23,Pornporm Goodfellow,PRIORITIZE Organic Produce,98,240
8365,Cashewnut,95,Jeelugu Milli,2019-05-23,Hamaama el-Alam,WITHSTAND Nursery,95,300
8366,Cashewnut,96,Jeelugu Milli,2019-05-23,Amada Tanguma,WITHSTAND Nursery,96,300
8367,Cashewnut,98,Jeelugu Milli,2019-05-23,Andreina Medina,WITHSTAND Nursery,98,220
8368,Cashewnut,98,Jeelugu Milli,2019-05-23,Renae Whittern,WITHSTAND Nursery,98,145
8369,Cashewnut,105,Cheemalavari gudem,2019-05-23,Marinna Dyer,WITHSTAND Nursery,105,125
8370,Cashewnut,102,Cheemalavari gudem,2019-05-23,Daniel Sotam,WITHSTAND Nursery,102,140
8371,Cashewnut,96,Cheemalavari gudem,2019-05-23,Luis Guerra,WITHSTAND Nursery,96,135
8372,Cashewnut,96,Cheemalavari gudem,2019-05-23,Thalia Rocha,WITHSTAND Nursery,96,100
8373,Cashewnut,96,Cheemalavari gudem,2019-05-23,Mercy Cannonier,WITHSTAND Nursery,96,100
8374,Cashewnut,96,Cheemalavari gudem,2019-05-23,Arshad al-Ghaffari,WITHSTAND Nursery,96,110
8375,Cashewnut,98,Cheemalavari gudem,2019-05-23,Mele Prakhine,WITHSTAND Nursery,98,85
8376,Cashewnut,98,Panduvari gudem,2019-05-23,Mikal Graham,WITHSTAND Nursery,98,155
8377,Cashewnut,98,Panduvari gudem,2019-05-23,Lucas Blaeholder,WITHSTAND Nursery,98,230
8378,Cashewnut,98,Panduvari gudem,2019-05-23,Seth Miyasato,WITHSTAND Nursery,98,260
8379,Cashewnut,102,Panduvari gudem,2019-05-23,Aubrey Garcia,WITHSTAND Nursery,102,245
8380,Cashewnut,100,Panduvari gudem,2019-05-23,Matthew Stambaugh,WITHSTAND Nursery,100,300
8381,Cashewnut,102,Panduvari gudem,2019-05-23,Dylan Moffett,WITHSTAND Nursery,102,210
8382,Cashewnut,102,Panduvari gudem,2019-05-23,Jesus Chavez,WITHSTAND Nursery,102,225
8383,Cashewnut,101,Tabisivari gudem,2019-05-23,Asli Esposito,PRIORITIZE Organic Produce,101,420
8384,Cashewnut,101,Tabisivari gudem,2019-05-23,Gurpreet Colunga,PRIORITIZE Organic Produce,101,410
8385,Cashewnut,101,Tabisivari gudem,2019-05-23,Elisabeth Shepherd,PRIORITIZE Organic Produce,101,100
8386,Cashewnut,104,Tabisivari gudem,2019-05-23,Caigen Topaha,PRIORITIZE Organic Produce,104,120
8387,Cashewnut,104,Tabisivari gudem,2019-05-23,Waleeda al-Shahan,PRIORITIZE Organic Produce,104,1000
8388,Cashewnut,104,Tabisivari gudem,2019-05-23,Jacob Armendariz,PRIORITIZE Organic Produce,104,500
8389,Cashewnut,98,Thatiramannagudem,2019-05-23,Rose Snow,WITHSTAND Nursery,98,550
8390,Cashewnut,98,Thatiramannagudem,2019-05-23,Paul Copeland,WITHSTAND Nursery,98,640
8391,Cashewnut,98,Thatiramannagudem,2019-05-23,Daejha Howard-Walker,WITHSTAND Nursery,98,820
8392,Cashewnut,96,Thatiramannagudem,2019-05-23,Thalia Valentine,WITHSTAND Nursery,96,745
8393,Cashewnut,96,Thatiramannagudem,2019-05-23,Tashyla Carter,GNAW Farm,96,895
8394,Cashewnut,95,Thatiramannagudem,2019-05-23,Destiny Crowe,WITHSTAND Nursery,95,650
8395,Cashewnut,95,Thatiramannagudem,2019-05-23,Abdullah al-Hakeem,GNAW Farm,95,950
8396,Cashewnut,95,Thatiramannagudem,2019-05-23,Tian Tran,GNAW Farm,95,400
8397,Cashewnut,96,Thatiramannagudem,2019-05-23,Aneesa el-Islam,GNAW Farm,96,400
8398,Cashewnut,95,Barrinkalapadu,2019-05-23,Charline Abachiche,GNAW Farm,95,150
8399,Cashewnut,95,Barrinkalapadu,2019-05-23,Jonee Mitchell,WITHSTAND Nursery,95,120
8400,Cashewnut,98,Barrinkalapadu,2019-05-23,Priscilla Zhang,WITHSTAND Nursery,98,100
8401,Cashewnut,102,Barrinkalapadu,2019-05-23,Nicole Boyd,WITHSTAND Nursery,102,1780
8402,Cashewnut,102,Barrinkalapadu,2019-05-23,Chang Kim,WITHSTAND Nursery,102,250
8403,Cashewnut,100,Pamulavari gudem,2019-05-23,Lindsay Ludwig,PRIORITIZE Organic Produce,100,240
8404,Cashewnut,98,Pamulavari gudem,2019-05-23,Paulina Lor,GNAW Farm,98,300
8405,Cashewnut,95,Pamulavari gudem,2019-05-23,Leonard Pelayo,WITHSTAND Nursery,95,300
8406,Cashewnut,96,Pamulavari gudem,2019-05-23,Sad al-Wahba,GNAW Farm,96,220
8407,Cashewnut,98,Pamulavari gudem,2019-05-23,Kelsey Lugbill,WITHSTAND Nursery,98,145
8408,Cashewnut,102,Pamulavari gudem,2019-05-23,Aaron Peil,GNAW Farm,102,125
8409,Cashewnut,102,Pamulavari gudem,2019-05-23,Luke Liss,WITHSTAND Nursery,102,140
8410,Cashewnut,100,Mulagalampalle,2019-05-23,Maggie Dunning,PRIORITIZE Organic Produce,100,135
8411,Cashewnut,98,Mulagalampalle,2019-05-23,Lucy Arellano,WITHSTAND Nursery,98,100
8412,Cashewnut,95,Mulagalampalle,2019-05-23,Amanda Fernandez-Rodriguez,WITHSTAND Nursery,95,100
8413,Cashewnut,96,Mulagalampalle,2019-05-23,Brian Chandler,GNAW Farm,96,110
8414,Cashewnut,98,Mulagalampalle,2019-05-23,Michael Hill,GNAW Farm,98,120
8415,Cashewnut,102,Mulagalampalle,2019-05-23,Karen White,GNAW Farm,102,100
8416,Cashewnut,102,Mulagalampalle,2019-05-23,Julia Soto,WITHSTAND Nursery,102,180
8417,Cashewnut,96,Mulagalampalle,2019-05-23,Lauren Pshichenko,WITHSTAND Nursery,96,250
8418,Cashewnut,98,Mulagalampalle,2019-05-23,Yashna Kelly,WITHSTAND Nursery,98,240
8419,Cashewnut,102,Mulagalampalle,2019-05-23,Nizhoni Banks,WITHSTAND Nursery,102,300
8420,Cashewnut,96,Mulagalampalle,2019-05-23,Samuel Nguyen,GNAW Farm,96,300
8421,Cashewnut,98,Mulagalampalle,2019-05-23,Brenna Zollars,WITHSTAND Nursery,98,210
8422,Cashewnut,96,Vadapalle,2019-05-23,Ji Yachay,HOOK Farm,95,6
8423,Cashewnut,96,Vadapalle,2019-05-23,Mercedes Gonzalez Vargas,HOOK Farm,95,50
8424,Cashewnut,96,Vadapalle,2019-05-23,Zoe Haskill,HOOK Farm,95,53
8425,Cashewnut,96,Vadapalle,2019-05-23,Muajkoob Varghese,HOOK Farm,95,16
8426,Cashewnut,96,Vadapalle,2019-05-23,Warren Blackwater,HOOK Farm,95,85
8427,Cashewnut,96,Vadapalle,2019-05-23,Aadam al-Zakaria,HOOK Farm,95,48
8428,Cashewnut,97,Madicherla,2019-05-23,Deion Herde,CRUSH Organic Produce,95,4
8429,Cashewnut,97,Madicherla,2019-05-23,Joven Luu,CRUSH Organic Produce,95,116.5
8430,Cashewnut,95.5,Vadapalle,2019-05-23,Lubaaba al-Ally,HOOK Farm,94,142
8431,Cashewnut,95.5,Vadapalle,2019-05-23,Trevor Merry,HOOK Farm,94,122
8432,Cashewnut,95.5,Vadapalle,2019-05-23,Mary Rondeau,HOOK Farm,94,100
8433,Cashewnut,90,Chinthala Gudem,2019-05-23,Trevon Bruce,WITHSTAND Nursery,90,300
8434,Cashewnut,95.5,Vadapalle,2019-05-23,Fermin Joshua Vue,HOOK Farm,94,180
8435,Cashewnut,100,Chinthala Gudem,2019-05-23,Keenan Jones,WITHSTAND Nursery,100,400
8436,Cashewnut,101,Chinthala Gudem,2019-05-23,Autumn Morton,WITHSTAND Nursery,101,175
8437,Cashewnut,94,Vadapalle,2019-05-23,Alejandro Parmiter,HOOK Farm,92,8.5
8438,Cashewnut,94,Vadapalle,2019-05-23,Stacy Mure,HOOK Farm,92,10
8439,Cashewnut,94,Vadapalle,2019-05-23,Zachary Mulcare,HOOK Farm,92,16
8441,Cashewnut,96,Chinthala Gudem,2019-05-23,Nicholas Skaggs,WITHSTAND Nursery,96,300
8442,Cashewnut,94,Gunjugudem,2019-05-23,Cherokee Bunting,DIG Organic Produce,92,54
8443,Cashewnut,99,Chinthala Gudem,2019-05-23,Rajab el-Ahsan,WITHSTAND Nursery,99,145
8444,Cashewnut,94,Gunjugudem,2019-05-23,Casandra Mcgrew,DIG Organic Produce,92,85
8445,Cashewnut,98,Lankalapalli,2019-05-23,Saami el-Bina,WITHSTAND Nursery,98,165
8446,Cashewnut,94,Gunjugudem,2019-05-23,Chris Rem,DIG Organic Produce,92,64
8447,Cashewnut,94,Gunjugudem,2019-05-23,Gina Lau,DIG Organic Produce,92,100
8448,Cashewnut,103,Lankalapalli,2019-05-23,Refugio Castillo,PRIORITIZE Organic Produce,102,200
8449,Cashewnut,94,Gunjugudem,2019-05-23,Santana Culpepper,DIG Organic Produce,92,55
8450,Cashewnut,97,Lankalapalli,2019-05-23,Agnes Ehrmann,PRIORITIZE Organic Produce,97,365
8451,Cashewnut,94,Gunjugudem,2019-05-23,Taaj al-Saah,DIG Organic Produce,92,81
8452,Cashewnut,88,Gunjugudem,2019-05-23,Alexander Kelley,DIG Organic Produce,87,40
8453,Cashewnut,88,Gunjugudem,2019-05-23,Hamda el-Popal,DIG Organic Produce,87,14
8454,Cashewnut,88,Gunjugudem,2019-05-23,Ngirchoeang Cruz,DIG Organic Produce,87,66
8455,Cashewnut,102,Lankalapalli,2019-05-23,Alysan Nguyen,WITHSTAND Nursery,102,190
8456,Cashewnut,88,Gunjugudem,2019-05-23,Angelo Brauch,DIG Organic Produce,87,16
8457,Cashewnut,88,Gunjugudem,2019-05-23,Casandra Mcgrew,DIG Organic Produce,87,58
8458,Cashewnut,88,Gunjugudem,2019-05-23,Taaj al-Saah,DIG Organic Produce,87,5
8459,Cashewnut,88,Gunjugudem,2019-05-23,Damion Neumann,DIG Organic Produce,87,33
8460,Cashewnut,88,Gunjugudem,2019-05-23,Cyle Malouff,DIG Organic Produce,87,81
8461,Cashewnut,88,Gunjugudem,2019-05-23,Marzooqa el-Salman,DIG Organic Produce,87,51
8462,Cashewnut,103,Lankalapalli,2019-05-23,Ashley Valladares,PRIORITIZE Organic Produce,103,210
8463,Cashewnut,88,Gunjugudem,2019-05-23,Kenneth Stewart,DIG Organic Produce,87,56
8464,Cashewnut,95,Lankalapalli,2019-05-23,Katherine Do,WITHSTAND Nursery,95,250
8465,Cashewnut,104,Lankalapalli,2019-05-23,Trevohn Alemseghed,WITHSTAND Nursery,104,295
8466,Cashewnut,99,Lankalapalli,2019-05-23,Mason Kariminejad,GNAW Farm,99,240
8467,Cashewnut,88,Gunjugudem,2019-05-23,Jay Tafoya,DIG Organic Produce,87,80
8468,Cashewnut,105,Lankalapalli,2019-05-23,Arnoldo Pulido,WITHSTAND Nursery,105,140
8469,Cashewnut,88,Gunjugudem,2019-05-23,Sydney Buning,DIG Organic Produce,87,156
8470,Cashewnut,101,Lankalapalli,2019-05-23,Munisa al-Matin,GNAW Farm,101,155
8471,Cashewnut,88,Gunjugudem,2019-05-23,Jian Gnanasegeran,DIG Organic Produce,87,185
8472,Cashewnut,96,Lankalapalli,2019-05-23,Bishr el-Bashara,WITHSTAND Nursery,96,275
8473,Cashewnut,88,Gunjugudem,2019-05-23,Taylor Ernest,DIG Organic Produce,87,46
8474,Cashewnut,88,Gunjugudem,2019-05-23,Joshua Jackson,DIG Organic Produce,87,138
8475,Cashewnut,94,Lankalapalli,2019-05-23,Gabe Weckmann,WITHSTAND Nursery,94,445
8476,Cashewnut,88,Gunjugudem,2019-05-23,Chris Rem,DIG Organic Produce,87,12
8477,Cashewnut,100,Lankalapalli,2019-05-23,Urwa el-Bacchus,GNAW Farm,100,115
8480,Cashewnut,102,Kummari kunta,2019-05-23,Eric Byer,GNAW Farm,102,100
8481,Cashewnut,89,Cheruvuru,2019-05-23,Natae Rogers,PRAY Organic Produce,87,230
8482,Cashewnut,102,Kollai gudem,2019-05-23,Precious Narvaez,WITHSTAND Nursery,102,305
8483,Cashewnut,89,Cheruvuru,2019-05-23,Kashmir Haynes,PRAY Organic Produce,87,150
8484,Cashewnut,89,Cheruvuru,2019-05-23,Daniel Villalba-Reyes,PRAY Organic Produce,87,170
8485,Cashewnut,98,Kummari kunta,2019-05-23,Gerald Quesada,WITHSTAND Nursery,98,500
8486,Cashewnut,89,Cheruvuru,2019-05-23,Andrew Cookson,PRAY Organic Produce,87,80
8487,Cashewnut,100,Kummari kunta,2019-05-23,Daren Baca,WITHSTAND Nursery,100,200
8488,Cashewnut,89,Cheruvuru,2019-05-23,Jair Vigil-Hernandez,PRAY Organic Produce,87,95
8489,Cashewnut,89,Cheruvuru,2019-05-23,Edgar Arrieta,PRAY Organic Produce,87,125
8490,Cashewnut,100,Kummari kunta,2019-05-23,Hannah Lam,GNAW Farm,100,255
8491,Cashewnut,89,Cheruvuru,2019-05-23,Khaleb Hudson,PRAY Organic Produce,87,126
8492,Cashewnut,89,Cheruvuru,2019-05-23,Megan Rashidi,PRAY Organic Produce,87,220
8493,Cashewnut,89,Cheruvuru,2019-05-23,Anfernee Coyhis,PRAY Organic Produce,87,210
8494,Cashewnut,102,Rachuru,2019-05-23,Saabiqa al-Ebrahim,WITHSTAND Nursery,102,350
8495,Cashewnut,89,Cheruvuru,2019-05-23,Sage Farrell,PRAY Organic Produce,87,250
8496,Cashewnut,95,Rachuru,2019-05-23,Morgann Webb,GNAW Farm,95,600
8497,Cashewnut,89,Cheruvuru,2019-05-23,Abel Wong,PRAY Organic Produce,87,280
8498,Cashewnut,105,Rachuru,2019-05-23,Badraan al-Alli,WITHSTAND Nursery,105,95
8499,Cashewnut,89,Cheruvuru,2019-05-23,Orion Miller,PRAY Organic Produce,87,295
8500,Cashewnut,89,Cheruvuru,2019-05-23,Samuel Tenorio,PRAY Organic Produce,87,80
8501,Cashewnut,89,Cheruvuru,2019-05-23,Krystal Gallegos,PRAY Organic Produce,87,45
8502,Cashewnut,89,Cheruvuru,2019-05-23,Fikri al-Sabir,PRAY Organic Produce,87,55
8503,Cashewnut,89,Cheruvuru,2019-05-23,Baheej al-Azzi,PRAY Organic Produce,87,95
8504,Cashewnut,89,Cheruvuru,2019-05-23,Heassam Bagaporo,PRAY Organic Produce,87,125
8505,Cashewnut,89,Cheruvuru,2019-05-23,Waatiq al-Kaiser,PRAY Organic Produce,87,250
8506,Cashewnut,89,Cheruvuru,2019-05-23,Christian Blackmon,PRAY Organic Produce,87,350
8507,Cashewnut,89,Cheruvuru,2019-05-23,Alexandra Blevins,PRAY Organic Produce,87,104
8508,Cashewnut,89,Cheruvuru,2019-05-23,Anthony Aguilar,PRAY Organic Produce,87,96
8509,Cashewnut,103,Gunjugudem,2019-05-23,Forest Green Rohrkaste,DIG Organic Produce,101,99
8510,Cashewnut,103,Gunjugudem,2019-05-23,Sydney Buning,DIG Organic Produce,101,153
8511,Cashewnut,99,Rachuru,2019-05-23,Elise Smallwood,GNAW Farm,99,185
8512,Cashewnut,102,Rachuru,2019-05-23,Nawaar al-Kazmi,WITHSTAND Nursery,102,200
8513,Cashewnut,98,Rachuru,2019-05-23,Tassie North,WITHSTAND Nursery,98,300
8514,Cashewnut,100,Rachuru,2019-05-23,Matthew Kazemi,WITHSTAND Nursery,100,280
8515,Cashewnut,101,Rachuru,2019-05-23,Mishaari al-Sadiq,WITHSTAND Nursery,101,150
8516,Cashewnut,98,Rachuru,2019-05-23,Leilani Cervantes,WITHSTAND Nursery,98,200
8517,Cashewnut,95,Rachuru,2019-05-23,Carleen Ybarra,ENJOY Farm,95,350
8518,Cashewnut,96,Rachuru,2019-05-23,Kaylan Lam,ENJOY Farm,96,245
8519,Cashewnut,100,Peda kapavaram,2019-05-23,Dashawna Devan,ENJOY Farm,100,210
8520,Cashewnut,100,Peda kapavaram,2019-05-23,Tran Wertheimer,GNAW Farm,100,150
8521,Cashewnut,100,Peda kapavaram,2019-05-23,Alanna Thinn,ENJOY Farm,100,400
8522,Cashewnut,101,Peda kapavaram,2019-05-23,Deja Zachareas,WITHSTAND Nursery,101,410
8523,Cashewnut,96,Peda kapavaram,2019-05-23,Justin Lamorie,WITHSTAND Nursery,96,245
8524,Cashewnut,102,Peda kapavaram,2019-05-23,Paige Jefferson,ENJOY Farm,102,180
8525,Cashewnut,98,Peda kapavaram,2019-05-23,Katherine Morales,WITHSTAND Nursery,98,350
8526,Cashewnut,99,Peda kapavaram,2019-05-23,Cheyenne Walker,WITHSTAND Nursery,99,550
8527,Cashewnut,100,Peda kapavaram,2019-05-23,Shaniya Moore,WITHSTAND Nursery,100,300
8528,Cashewnut,102,Peda kapavaram,2019-05-23,Marissa Moss,WITHSTAND Nursery,102,330
8529,Cashewnut,103,Doramamidi (Buttayagudem),2019-05-23,Stuart Kielhack,ENJOY Farm,103,365
8530,Cashewnut,102,Doramamidi (Buttayagudem),2019-05-23,Cameron Parkinson,ENJOY Farm,102,300
8531,Cashewnut,102,Doramamidi (Buttayagudem),2019-05-23,Crue Bunting,ENJOY Farm,102,190
8532,Cashewnut,98,Doramamidi (Buttayagudem),2019-05-23,Ricardo Garciavalenzuela,ENJOY Farm,98,400
8533,Cashewnut,104,Doramamidi (Buttayagudem),2019-05-23,Brandon Ryen,ENJOY Farm,104,185
8534,Cashewnut,101,Doramamidi (Buttayagudem),2019-05-23,Chadrick Brenner,ENJOY Farm,101,345
8535,Maize,19.5,Kollai gudem,2019-05-24,Jose Garcia,DEBATE Nursery,19.4,3000
8536,Maize,19.8,Kollai gudem,2019-05-24,Aaron Labishak,DEBATE Nursery,19.7,2100
8537,Maize,19.9,Kollai gudem,2019-05-24,Ashley Allen,DEBATE Nursery,19.8,3800
8538,Maize,19.7,Gullapudi,2019-05-24,Brooke Taylor,YELL Farm,19.6,2800
8539,Maize,19,Gullapudi,2019-05-24,Bransen Keeler,DEBATE Nursery,18.9,3600
8540,Maize,19.6,Gullapudi,2019-05-24,Haiwei Myong,DEBATE Nursery,19.5,3100
8541,Cashewnut,90,Chinakorumilli,2019-05-24,Stephanie Mehan,HAMMER Nursery,89,7.5
8542,Cashewnut,90,Chinakorumilli,2019-05-24,Bishr el-Mattar,HAMMER Nursery,89,52
8543,Cashewnut,105,T.Burugubanda,2019-05-24,Cody Begay,RINSE Nursery,104,64
8544,Cashewnut,97.5,Thallapalem,2019-05-24,Madeeha el-Vohra,HAMMER Nursery,96,150
8545,Cashewnut,97.5,Thallapalem,2019-05-24,Tharwa el-Hussein,HAMMER Nursery,96,120
8546,Cashewnut,105,Tatiwada,2019-05-24,Tayyib el-Hassen,SIZE Organic Produce,104,47
8547,Cashewnut,105,Pandirimamidi,2019-05-24,Ruo Khliu,HAMMER Nursery,104,8.46
8548,Cashewnut,105,Pandirimamidi,2019-05-24,Alexis Tingley,HAMMER Nursery,104,34.46
8549,Cashewnut,105,Pandirimamidi,2019-05-24,Ivonne Acosta,HAMMER Nursery,104,8.52
8550,Cashewnut,105,Pandirimamidi,2019-05-24,Crystal Hollaway,HAMMER Nursery,104,30.68
8551,Cashewnut,95,Chinakorumilli,2019-05-24,Diego Manchego-Rodarte,SIZE Organic Produce,94,24
8552,Cashewnut,95,Chinakorumilli,2019-05-24,Kalyn Zamora,SIZE Organic Produce,94,6
8553,Cashewnut,95,Chinakorumilli,2019-05-24,Monica Conti,SIZE Organic Produce,94,57
8554,Cashewnut,95,Chinakorumilli,2019-05-24,Van Ao,SIZE Organic Produce,94,34
8555,Cashewnut,95,Chinakorumilli,2019-05-24,Humaina el-Aman,SIZE Organic Produce,94,64.5
8556,Cashewnut,95,Chinakorumilli,2019-05-24,Jared Hay,SIZE Organic Produce,94,91.5
8557,Cashewnut,95,T.Burugubanda,2019-05-24,Mariah Lucero,HAMMER Nursery,94,11.5
8558,Cashewnut,95,T.Burugubanda,2019-05-24,Jari Ngo,HAMMER Nursery,94,13.5
8559,Cashewnut,95,T.Burugubanda,2019-05-24,Juana Guzman,HAMMER Nursery,94,53.5
8560,Cashewnut,95,T.Burugubanda,2019-05-24,Nikim Sangalang,HAMMER Nursery,94,7
8561,Cashewnut,95,T.Burugubanda,2019-05-24,Mamoon al-Qasim,HAMMER Nursery,94,4
8562,Cashewnut,95,T.Burugubanda,2019-05-24,Ashley Guerrero,HAMMER Nursery,94,5
8563,Cashewnut,95,T.Burugubanda,2019-05-24,Marcus Ashalintubbi,HAMMER Nursery,94,53
8564,Cashewnut,95,T.Burugubanda,2019-05-24,Kiziri Daniels,HAMMER Nursery,94,72
8565,Cashewnut,95,T.Burugubanda,2019-05-24,Daniel Omar,HAMMER Nursery,94,1
8566,Cashewnut,95,T.Burugubanda,2019-05-24,Lizeth Rhoades,HAMMER Nursery,94,80
8567,Cashewnut,95,T.Burugubanda,2019-05-24,Spencer Simantob,HAMMER Nursery,94,31.5
